assignment,file,kloc,submission_date,grade,subgrade_classes,subgrade_inheritance,subgrade_polymorphism,subgrade_code_quality,errors_total,pmd_total,checkstyle_total,errors_count,pmd_count,checkstyle_count,cluster_Best practices,cluster_Complexity,cluster_Incomplete code,cluster_Reusability and extendibility,cluster_Side effects,pmd_cat_Best practices,pmd_cat_Code style,pmd_cat_Design,pmd_cat_ErrorProne,checkstyle_cat_Block Checks,checkstyle_cat_Class Design,checkstyle_cat_Coding,checkstyle_cat_Imports,checkstyle_cat_Metrics,checkstyle_cat_SizeViolations,pmd_AbstractClassWithoutAbstractMethod,pmd_AbstractClassWithoutAnyMethod,pmd_ArrayIsStoredDirectly,pmd_AssignmentInOperand,pmd_AssignmentToNonFinalStatic,pmd_AtLeastOneConstructor,pmd_AvoidBranchingStatementAsLastInLoop,pmd_AvoidCatchingGenericException,pmd_AvoidCatchingNPE,pmd_AvoidDeeplyNestedIfStmts,pmd_AvoidDuplicateLiterals,pmd_AvoidPrintStackTrace,pmd_AvoidReassigningLoopVariables,pmd_AvoidReassigningParameters,pmd_AvoidThrowingNullPointerException,pmd_AvoidThrowingRawExceptionTypes,pmd_AvoidUncheckedExceptionsInSignatures,pmd_AvoidUsingHardCodedIP,pmd_BooleanGetMethodName,pmd_CallSuperInConstructor,pmd_ClassWithOnlyPrivateConstructorsShouldBeFinal,pmd_CloseResource,pmd_CognitiveComplexity,pmd_CompareObjectsWithEquals,pmd_ConfusingTernary,pmd_ConstantsInInterface,pmd_ConstructorCallsOverridableMethod,pmd_CouplingBetweenObjects,pmd_CyclomaticComplexity,pmd_DataClass,pmd_DoNotExtendJavaLangThrowable,pmd_DontUseFloatTypeForLoopIndices,pmd_EmptyCatchBlock,pmd_EmptyControlStatement,pmd_EmptyMethodInAbstractClassShouldBeAbstract,pmd_EqualsNull,pmd_ExcessiveParameterList,pmd_ExcessivePublicCount,pmd_ExtendsObject,pmd_FieldDeclarationsShouldBeAtStartOfClass,pmd_FinalFieldCouldBeStatic,pmd_FinalParameterInAbstractMethod,pmd_ForLoopCanBeForeach,pmd_GodClass,pmd_GuardLogStatement,pmd_IdempotentOperations,pmd_IdenticalCatchBranches,pmd_ImmutableField,pmd_ImplicitSwitchFallThrough,pmd_LawOfDemeter,pmd_LiteralsFirstInComparisons,pmd_LocalVariableCouldBeFinal,pmd_LogicInversion,pmd_LooseCoupling,pmd_MethodArgumentCouldBeFinal,pmd_MethodReturnsInternalArray,pmd_MissingOverride,pmd_MutableStaticState,pmd_NPathComplexity,pmd_NcssCount,pmd_NoPackage,pmd_NullAssignment,pmd_OneDeclarationPerLine,pmd_OnlyOneReturn,pmd_PrematureDeclaration,pmd_ReturnEmptyCollectionRatherThanNull,pmd_SignatureDeclareThrowsException,pmd_SimplifiedTernary,pmd_SimplifyBooleanExpressions,pmd_SimplifyBooleanReturns,pmd_SimplifyConditional,pmd_SingletonClassReturningNewInstance,pmd_SingularField,pmd_SwitchDensity,pmd_SwitchStmtsShouldHaveDefault,pmd_SystemPrintln,pmd_TooManyFields,pmd_TooManyMethods,pmd_TooManyStaticImports,pmd_UnnecessaryCast,pmd_UnnecessaryConstructor,pmd_UnnecessaryFullyQualifiedName,pmd_UnnecessaryImport,pmd_UnnecessaryLocalBeforeReturn,pmd_UnnecessaryModifier,pmd_UnnecessaryReturn,pmd_UnnecessarySemicolon,pmd_UnusedAssignment,pmd_UnusedFormalParameter,pmd_UnusedLocalVariable,pmd_UnusedPrivateField,pmd_UnusedPrivateMethod,pmd_UseCollectionIsEmpty,pmd_UseEqualsToCompareStrings,pmd_UseUtilityClass,pmd_UselessOverridingMethod,checkstyle_AnonInnerLength,checkstyle_AvoidInlineConditionals,checkstyle_AvoidNestedBlocks,checkstyle_AvoidNoArgumentSuperConstructorCall,checkstyle_AvoidStarImport,checkstyle_AvoidStaticImport,checkstyle_BooleanExpressionComplexity,checkstyle_ClassDataAbstractionCoupling,checkstyle_ClassFanOutComplexity,checkstyle_CovariantEquals,checkstyle_CyclomaticComplexity,checkstyle_DesignForExtension,checkstyle_EmptyCatchBlock,checkstyle_EqualsAvoidNull,checkstyle_ExecutableStatementCount,checkstyle_ExplicitInitialization,checkstyle_FallThrough,checkstyle_FileLength,checkstyle_FinalClass,checkstyle_HiddenField,checkstyle_HideUtilityClassConstructor,checkstyle_InnerAssignment,checkstyle_InterfaceIsType,checkstyle_JavaNCSS,checkstyle_LambdaBodyLength,checkstyle_MagicNumber,checkstyle_MethodLength,checkstyle_MissingCtor,checkstyle_MissingSwitchDefault,checkstyle_ModifiedControlVariable,checkstyle_MultipleStringLiterals,checkstyle_NPathComplexity,checkstyle_NestedForDepth,checkstyle_NestedIfDepth,checkstyle_NestedTryDepth,checkstyle_ParameterAssignment,checkstyle_ParameterNumber,checkstyle_ReturnCount,checkstyle_SimplifyBooleanExpression,checkstyle_SimplifyBooleanReturn,checkstyle_UnusedLocalVariable,checkstyle_VariableDeclarationUsageDistance,checkstyle_VisibilityModifier
HAN OOPD,aGFzaC0yOTg5NzEzODQ0MDY1MTk4MzU3,0.846,2019-04-04,9.0,9.0,9.0,9.0,9.0,250.59101654846336,179.66903073286053,70.92198581560284,27.18676122931442,18.912529550827422,8.274231678486998,128.84160756501183,1.1820330969267139,46.09929078014184,73.28605200945627,1.1820330969267139,9.456264775413711,120.56737588652483,49.64539007092199,0.0,0.0,14.184397163120568,56.73758865248227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1820330969267139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1820330969267139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.092198581560284,0.0,0.0,0.0,0.0,0.0,0.0,15.366430260047283,0.0,20.094562647754138,0.0,43.73522458628842,1.1820330969267139,2.3640661938534278,74.46808510638299,1.1820330969267139,0.0,0.0,0.0,0.0,0.0,0.0,1.1820330969267139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7281323877068555,0.0,2.3640661938534278,1.1820330969267139,0.0,0.0,0.0,0.0,0.0,0.0,1.1820330969267139,0.0,0.0,0.0,0.0,0.0,1.1820330969267139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1820330969267139,0.0,0.0,0.0,1.1820330969267139,0.0,0.0,0.0,15.366430260047283,0.0,0.0,0.0,0.0,0.0,36.643026004728135,0.0,1.1820330969267139,2.3640661938534278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.002364066193854
HAN OOPD,aGFzaC00MDc2ODg5MjMzODgwNzM0Nzg1,2.346,2019-04-04,7.9,8.5,5.5,6.0,9.0,1271.9522591645352,194.7996589940324,1077.1526001705029,20.886615515771524,12.361466325660698,8.525149190110827,152.17391304347825,18.755328218243818,39.64194373401534,1061.381074168798,0.0,21.73913043478261,101.44927536231884,57.54475703324808,14.066496163682864,0.0,50.72463768115942,1012.7877237851662,3.4100596760443307,8.525149190110827,1.7050298380221653,0.0,0.0,0.0,0.0,0.8525149190110827,1.7050298380221653,0.0,0.0,0.0,0.0,2.557544757033248,5.541346973572037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7050298380221653,2.557544757033248,4.262574595055414,0.8525149190110827,0.0,0.42625745950554134,0.0,4.262574595055414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7050298380221653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.78772378516624,0.0,29.838022165387894,0.0,40.068201193520885,0.0,0.0,42.62574595055413,0.0,0.0,2.557544757033248,0.8525149190110827,1.278772378516624,0.0,0.0,0.42625745950554134,4.6888320545609545,0.0,0.0,0.0,0.0,2.131287297527707,0.0,0.0,0.0,0.0,0.0,9.80392156862745,0.0,1.278772378516624,0.0,0.0,0.0,0.0,0.0,4.262574595055414,5.115089514066496,0.0,0.0,0.42625745950554134,1.7050298380221653,4.262574595055414,0.0,0.0,0.0,0.0,4.262574595055414,0.0,0.0,0.0,0.0,0.0,0.0,3.4100596760443307,0.0,0.42625745950554134,1.278772378516624,0.0,0.0,3.836317135549872,18.755328218243818,0.0,0.0,1.278772378516624,6.820119352088661,0.0,0.0,0.0,2.557544757033248,0.0,0.0,0.0,2.131287297527707,0.0,979.539641943734,0.42625745950554134,1.7050298380221653,9.80392156862745,0.0,5.967604433077579,0.8525149190110827,0.0,1.7050298380221653,0.0,0.0,0.0,0.8525149190110827,2.131287297527707,0.0,0.0,1.7050298380221653,31.9693094629156
HAN OOPD,aGFzaC0yMzc0OTQyMjI5ODk1OTA4Mjc1,1.169,2019-04-04,8.1,8.0,8.0,8.0,8.0,425.1497005988024,254.06330196749357,171.0863986313088,32.50641573994867,22.241231822070144,10.26518391787853,174.50812660393498,7.698887938408896,102.65183917878528,140.29084687767323,0.0,29.940119760479043,138.57998289136015,83.83233532934132,1.7108639863130881,0.0,55.60307955517536,112.06159110350727,0.0,3.4217279726261762,0.0,0.0,0.0,0.0,0.0,0.0,0.8554319931565441,0.0,0.0,0.0,0.0,0.8554319931565441,3.4217279726261762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7108639863130881,0.0,0.0,0.0,0.0,0.0,1.7108639863130881,0.8554319931565441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.49443969204448,0.0,0.0,0.0,0.0,0.0,0.0,20.53036783575706,0.0,10.26518391787853,0.0,42.7715996578272,0.0,0.8554319931565441,92.38665526090675,0.0,0.0,0.8554319931565441,0.8554319931565441,0.0,0.0,0.0,1.7108639863130881,1.7108639863130881,0.0,0.8554319931565441,0.0,0.0,4.27715996578272,0.0,0.0,0.0,1.7108639863130881,0.0,1.7108639863130881,18.81950384944397,1.7108639863130881,0.8554319931565441,0.0,0.0,0.8554319931565441,0.0,0.0,0.0,0.0,0.0,0.0,1.7108639863130881,1.7108639863130881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8554319931565441,0.0,0.0,1.7108639863130881,23.096663815226687,0.0,0.0,0.0,3.4217279726261762,0.0,0.0,0.0,27.37382378100941,0.0,0.0,0.0,0.0,0.0,70.14542343883662,0.0,0.8554319931565441,1.7108639863130881,0.0,4.27715996578272,0.8554319931565441,0.0,0.0,0.0,0.0,0.0,0.0,4.27715996578272,0.0,0.0,0.0,32.50641573994867
HAN OOPD,aGFzaC0yODEyMDk0MzA1NzIxODQ3MTA5,1.001,2018-10-31,6.8,7.0,7.0,7.0,6.0,289.7102897102897,192.80719280719282,96.90309690309691,37.96203796203797,25.974025974025977,11.988011988011989,140.85914085914087,8.991008991008991,37.96203796203797,99.90009990009992,1.9980019980019983,13.986013986013987,116.8831168831169,55.94405594405595,5.994005994005994,0.0,21.97802197802198,70.92907092907093,0.0,3.9960039960039966,0.0,0.0,0.0,0.0,0.0,0.0,4.9950049950049955,0.0,0.9990009990009991,0.0,0.0,0.0,8.991008991008991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990009990009991,0.0,0.9990009990009991,1.9980019980019983,1.9980019980019983,0.0,0.0,0.9990009990009991,0.0,1.9980019980019983,0.9990009990009991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.993006993006993,0.0,0.0,0.0,0.0,0.0,0.9990009990009991,2.997002997002997,0.0,34.96503496503497,0.0,31.968031968031973,0.0,0.0,70.92907092907093,1.9980019980019983,0.0,0.0,0.9990009990009991,0.0,0.0,0.0,0.0,5.994005994005994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.997002997002997,0.0,0.9990009990009991,0.9990009990009991,0.0,0.9990009990009991,0.0,0.0,0.9990009990009991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990009990009991,0.0,0.0,1.9980019980019983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9990009990009991,0.0,0.0,1.9980019980019983,18.981018981018984,0.0,0.0,0.0,1.9980019980019983,0.0,0.0,0.0,15.984015984015986,0.0,0.0,0.0,0.0,0.0,40.95904095904096,0.0,4.9950049950049955,0.9990009990009991,0.0,3.9960039960039966,0.9990009990009991,0.0,0.0,0.0,0.0,0.0,1.9980019980019983,0.0,0.0,0.0,0.0,2.997002997002997
HAN OOPD,aGFzaC0yMjM1NjEwNTg4NzM3ODc0NTQ5,0.875,2020-05-22,1.0,4.0,6.0,1.0,4.0,78.85714285714286,76.57142857142857,2.2857142857142856,18.285714285714285,16.0,2.2857142857142856,44.57142857142857,1.1428571428571428,27.428571428571427,5.714285714285714,0.0,9.142857142857142,52.57142857142857,14.857142857142858,0.0,0.0,1.1428571428571428,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,0.0,0.0,0.0,0.0,0.0,2.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.857142857142857,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,6.857142857142857,0.0,4.571428571428571,0.0,6.857142857142857,0.0,0.0,33.142857142857146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,3.4285714285714284,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,4.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAN OOPD,aGFzaDg4MTY0OTcyODU3ODA2ODgzNA==,0.932,2020-04-06,8.4,10.0,10.0,6.0,8.0,318.6695278969957,158.79828326180257,159.87124463519314,28.96995708154506,15.02145922746781,13.948497854077253,127.68240343347638,3.2188841201716736,35.40772532188841,151.28755364806867,1.0729613733905579,7.510729613733905,108.36909871244634,38.62660944206009,4.291845493562231,0.0,41.84549356223176,114.80686695278969,0.0,2.1459227467811157,1.0729613733905579,0.0,0.0,1.0729613733905579,0.0,0.0,1.0729613733905579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0729613733905579,0.0,0.0,0.0,0.0,0.0,1.0729613733905579,0.0,0.0,0.0,3.2188841201716736,0.0,1.0729613733905579,0.0,0.0,0.0,0.0,4.291845493562231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.656652360515022,1.0729613733905579,26.824034334763947,2.1459227467811157,34.33476394849785,0.0,0.0,67.59656652360515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.291845493562231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.437768240343347,0.0,0.0,0.0,0.0,1.0729613733905579,1.0729613733905579,0.0,0.0,0.0,36.48068669527897,0.0,2.1459227467811157,0.0,2.1459227467811157,1.0729613733905579,0.0,0.0,18.240343347639485,0.0,0.0,0.0,0.0,0.0,81.5450643776824,0.0,1.0729613733905579,0.0,0.0,2.1459227467811157,0.0,0.0,0.0,0.0,0.0,1.0729613733905579,0.0,0.0,0.0,0.0,0.0,5.364806866952789
HAN OOPD,aGFzaDUyNjgzMDYwNDY2NDQ1NjIyOTA=,2.764,2019-04-04,7.0,8.0,7.0,7.0,7.0,484.8046309696093,159.18958031837917,325.61505065123015,17.72793053545586,11.939218523878438,5.788712011577425,107.45296671490594,7.59768451519537,56.0781476121563,313.67583212735167,0.0,13.748191027496382,88.63965267727932,49.565846599131696,7.235890014471781,0.0,82.1273516642547,238.78437047756876,0.0,3.6179450072358903,1.0853835021707672,0.0,0.0,0.0,0.0,0.0,0.36179450072358904,0.0,0.0,0.0,0.7235890014471781,0.0,5.065123010130247,0.0,0.0,0.0,0.0,0.0,0.0,0.36179450072358904,3.2561505065123013,0.0,0.0,0.7235890014471781,2.5325615050651233,0.0,0.0,2.1707670043415344,0.0,1.0853835021707672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.939218523878438,0.0,0.0,0.0,0.0,0.0,0.0,16.280752532561507,0.0,15.557163531114329,0.0,26.410998552822,0.0,3.6179450072358903,55.71635311143271,0.0,0.0,0.36179450072358904,0.36179450072358904,0.7235890014471781,0.0,0.0,1.0853835021707672,0.0,0.0,0.0,0.0,0.0,0.36179450072358904,0.0,0.0,0.0,0.36179450072358904,0.0,0.36179450072358904,0.0,0.7235890014471781,0.36179450072358904,0.0,0.0,0.36179450072358904,0.36179450072358904,1.0853835021707672,0.36179450072358904,0.0,0.0,0.36179450072358904,1.8089725036179451,0.36179450072358904,0.0,1.4471780028943562,0.0,0.0,2.5325615050651233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0853835021707672,0.36179450072358904,0.0,1.0853835021707672,75.6150506512301,0.0,0.0,1.0853835021707672,6.150506512301013,0.0,0.0,0.0,16.642547033285094,0.0,0.0,0.0,0.7235890014471781,0.0,211.287988422576,0.0,0.36179450072358904,0.36179450072358904,0.0,1.4471780028943562,0.36179450072358904,0.0,2.1707670043415344,0.0,0.0,0.0,0.0,0.36179450072358904,0.0,0.0,0.0,6.512301013024603
HAN OOPD,aGFzaC0xMTYyOTY2MjA4ODM0MTAxMjI0,1.185,2019-04-04,6.3,7.0,7.0,5.5,5.5,314.7679324894515,122.36286919831223,192.40506329113924,30.379746835443036,19.40928270042194,10.970464135021096,98.73417721518987,8.438818565400844,47.257383966244724,160.33755274261603,0.0,11.814345991561181,86.91983122362869,21.940928270042193,1.6877637130801686,0.0,70.042194092827,118.9873417721519,0.0,3.375527426160337,0.0,0.0,0.0,0.0,0.0,0.8438818565400843,1.6877637130801686,0.0,0.0,0.0,0.0,0.0,1.6877637130801686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6877637130801686,0.0,0.0,0.0,0.8438818565400843,0.0,2.531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6877637130801686,0.0,0.0,0.0,0.8438818565400843,0.0,0.0,0.0,10.970464135021096,0.0,1.6877637130801686,0.0,28.691983122362867,0.0,0.0,33.755274261603375,0.0,0.0,0.8438818565400843,0.8438818565400843,0.0,0.0,0.0,0.8438818565400843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8438818565400843,0.0,0.0,6.751054852320674,0.8438818565400843,0.8438818565400843,0.0,0.0,0.0,0.0,21.09704641350211,0.0,0.0,0.0,0.0,0.8438818565400843,0.8438818565400843,0.8438818565400843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6877637130801686,0.0,0.0,0.0,0.0,0.0,0.8438818565400843,0.0,0.0,1.6877637130801686,33.755274261603375,0.0,0.0,0.0,15.189873417721518,0.0,0.0,0.0,8.438818565400844,0.0,0.0,0.0,0.0,0.0,86.0759493670886,0.0,1.6877637130801686,0.0,0.0,0.0,0.8438818565400843,0.0,3.375527426160337,0.0,0.0,0.0,0.0,0.0,0.0,0.8438818565400843,1.6877637130801686,36.28691983122363
HAN OOPD,aGFzaC01NTg5MDQwNjk5MzI2NTU3MDk=,1.017,2019-04-04,8.0,8.5,8.5,8.5,8.0,430.6784660766962,224.188790560472,206.4896755162242,31.46509341199607,22.615535889872174,8.849557522123895,179.94100294985253,0.9832841691248771,63.913470993117016,185.8407079646018,0.0,18.682399213372666,166.17502458210424,32.448377581120944,6.88298918387414,0.0,58.99705014749263,146.5093411996067,0.0,0.9832841691248771,0.0,0.0,0.0,0.0,0.0,2.9498525073746316,0.9832841691248771,0.0,0.0,0.0,0.0,0.9832841691248771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9832841691248771,0.0,0.0,0.0,0.0,0.9832841691248771,0.0,2.9498525073746316,0.0,0.0,0.0,0.0,0.0,0.0,3.9331366764995086,0.0,0.0,0.0,0.0,0.0,0.0,10.81612586037365,0.0,0.0,0.0,0.0,0.0,0.0,6.88298918387414,0.0,5.899705014749263,0.0,66.86332350049165,0.0,3.9331366764995086,86.5290068829892,0.0,0.0,6.88298918387414,0.0,0.0,0.0,0.0,0.9832841691248771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9832841691248771,0.0,0.9832841691248771,8.849557522123895,0.0,0.9832841691248771,0.0,0.0,0.0,0.0,4.916420845624386,0.9832841691248771,0.0,0.0,0.0,0.0,1.9665683382497543,0.0,1.9665683382497543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9832841691248771,0.0,0.0,0.0,37.36479842674533,0.0,0.0,0.0,3.9331366764995086,0.0,0.0,0.0,22.615535889872174,0.0,0.0,0.0,0.0,0.0,116.0275319567355,0.0,0.9832841691248771,0.9832841691248771,0.0,1.9665683382497543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6322517207473
HAN OOPD,aGFzaDI1NTkwMzI5Nzk3OTI1MDMwMzQ=,1.348,2019-04-03,6.9,7.5,7.0,7.0,5.5,336.7952522255193,156.52818991097922,180.26706231454006,27.44807121661721,16.32047477744807,11.127596439169139,124.62908011869435,5.192878338278931,52.67062314540059,154.3026706231454,0.0,13.353115727002967,102.37388724035608,37.0919881305638,3.7091988130563798,0.0,15.578635014836793,158.01186943620178,0.0,2.2255192878338277,4.451038575667655,0.0,0.0,0.0,0.0,0.0,0.7418397626112759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4836795252225519,0.0,0.0,0.0,1.4836795252225519,0.0,0.0,0.0,0.0,0.7418397626112759,0.0,0.0,0.0,0.0,0.0,0.7418397626112759,0.0,0.0,0.0,0.0,11.869436201780415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.611275964391691,0.7418397626112759,0.0,0.0,12.611275964391691,0.0,0.0,74.1839762611276,0.0,0.0,0.0,0.0,0.7418397626112759,0.0,0.0,7.4183976261127595,0.7418397626112759,0.0,0.0,0.0,0.0,2.2255192878338277,0.7418397626112759,0.0,0.0,17.062314540059347,0.7418397626112759,2.9673590504451037,2.9673590504451037,0.7418397626112759,1.4836795252225519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4836795252225519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7418397626112759,0.0,0.0,0.7418397626112759,11.869436201780415,0.0,0.0,0.7418397626112759,2.9673590504451037,0.0,0.0,0.0,14.094955489614243,0.0,0.0,0.0,0.7418397626112759,0.0,132.7893175074184,0.7418397626112759,0.7418397626112759,2.9673590504451037,0.0,2.2255192878338277,0.0,0.0,0.0,0.0,0.0,2.9673590504451037,0.0,2.2255192878338277,0.0,0.0,0.0,3.7091988130563798
HAN OOPD,aGFzaDYxMDk4NTU1NDA0NTEzODE5NjA=,0.693,2019-04-04,7.9,8.0,8.0,8.0,7.0,277.05627705627705,125.54112554112555,151.51515151515153,31.746031746031747,20.202020202020204,11.544011544011545,102.45310245310246,0.0,44.733044733044736,129.8701298701299,0.0,10.101010101010102,99.56709956709958,12.987012987012989,2.886002886002886,0.0,59.16305916305917,92.35209235209236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.443001443001443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.443001443001443,0.0,0.0,0.0,0.0,0.0,0.0,1.443001443001443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.443001443001443,0.0,0.0,0.0,0.0,0.0,0.0,7.2150072150072155,0.0,0.0,0.0,28.860028860028862,0.0,0.0,54.83405483405484,0.0,0.0,0.0,0.0,0.0,0.0,1.443001443001443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.886002886002886,0.0,0.0,10.101010101010102,0.0,1.443001443001443,0.0,0.0,0.0,0.0,2.886002886002886,0.0,5.772005772005772,0.0,4.329004329004329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.505050505050505,0.0,0.0,0.0,1.443001443001443,0.0,0.0,0.0,17.316017316017316,0.0,0.0,0.0,0.0,0.0,69.26406926406926,0.0,1.443001443001443,0.0,0.0,1.443001443001443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.443001443001443,8.658008658008658
HAN OOPD,aGFzaDY3ODIxMjAyOTM3ODA4MjEzNzY=,1.024,2019-05-24,7.0,7.0,7.0,7.0,7.0,685.546875,179.6875,505.859375,32.2265625,21.484375,10.7421875,127.9296875,5.859375,83.0078125,468.75,0.0,8.7890625,126.953125,41.015625,2.9296875,0.0,59.5703125,443.359375,0.0,2.9296875,0.0,0.0,0.0,0.0,0.0,2.9296875,1.953125,0.0,0.0,0.0,0.0,0.0,2.9296875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9765625,0.0,0.0,0.9765625,0.0,0.0,0.0,0.0,0.0,0.9765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.15625,0.0,0.0,0.0,0.9765625,0.0,0.0,0.0,3.90625,0.0,7.8125,0.0,34.1796875,0.0,0.0,49.8046875,0.0,0.0,0.9765625,0.9765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4609375,0.0,0.0,0.0,0.9765625,0.0,0.0,0.0,0.9765625,0.0,0.0,0.0,0.0,0.0,0.9765625,2.9296875,0.9765625,0.0,0.0,0.0,4.8828125,0.9765625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9765625,0.0,0.0,0.9765625,13.671875,0.0,0.0,0.0,0.9765625,0.0,0.0,0.0,17.578125,0.0,0.0,0.0,0.0,0.0,399.4140625,0.0,1.953125,0.0,0.0,0.0,0.9765625,0.0,0.0,0.0,0.0,0.0,0.0,22.4609375,0.0,0.9765625,0.0,45.8984375
